idx,text,all_labels,all_preds,all_fixed_preds,matching_comments
585,"bersih banget , kamar mandi bersih , kasur tv dan ada snacknya , senang banget menginap disini , bakal jadi langganan .","('snacknya', 'ada', 'positif')","('kasur tv', 'ada snacknya', 'positif')","('kasur tv', 'ada snacknya', 'positif')",Subset aspect/sentiment
595,pelayanan ramah tempat parkir luas kamar bersih dan wangi kekurangnya akses jalan menuju lokasi gang sempit jadi sering kesulitan kalau ada 2 mobil berhadapan .,-,"('akses jalan', 'sempit', 'negatif')","('akses jalan', 'sempit', 'negatif')",No Label Matched
604,"pemilik penginapan ramah dan kamarnya bersih , sangat memuaskan .",-,"('kamarnya', 'sangat memuaskan', 'positif')","('kamarnya', 'sangat memuaskan', 'positif')",No Label Matched
615,"saya sangat puas pertama kali menginap 2 malam di airy rooms . fasilitas lengkap , bersih , rapi dan nyaman banget pokoknya baru kali ini saya menginap seperti di hotel berbintang dengan harga yang sangat terjangkau sukses terus iya perbanyak diskon biar saya seringsering menginap , betah banget !",-,"('fasilitas', 'bersih', 'positif')","('fasilitas', 'bersih', 'positif')",No Label Matched
615,"saya sangat puas pertama kali menginap 2 malam di airy rooms . fasilitas lengkap , bersih , rapi dan nyaman banget pokoknya baru kali ini saya menginap seperti di hotel berbintang dengan harga yang sangat terjangkau sukses terus iya perbanyak diskon biar saya seringsering menginap , betah banget !",-,"('fasilitas', 'nyaman banget', 'positif')","('fasilitas', 'nyaman banget', 'positif')",No Label Matched
615,"saya sangat puas pertama kali menginap 2 malam di airy rooms . fasilitas lengkap , bersih , rapi dan nyaman banget pokoknya baru kali ini saya menginap seperti di hotel berbintang dengan harga yang sangat terjangkau sukses terus iya perbanyak diskon biar saya seringsering menginap , betah banget !",-,"('fasilitas', 'rapi', 'positif')","('fasilitas', 'rapi', 'positif')",No Label Matched
615,"saya sangat puas pertama kali menginap 2 malam di airy rooms . fasilitas lengkap , bersih , rapi dan nyaman banget pokoknya baru kali ini saya menginap seperti di hotel berbintang dengan harga yang sangat terjangkau sukses terus iya perbanyak diskon biar saya seringsering menginap , betah banget !",-,"('harga', 'sangat terjangkau', 'positif')","('harga', 'sangat terjangkau', 'positif')",No Label Matched
616,"ac panas , jet washer closet bocor , semburan air dari head shower kurang baik dan tidak merata . jelas pihak hotel tidak melakukan perawatan dengan memadai . sarapan baru siap jam 8 pagi , tidak ada informasi saat pembelian . saya meninggalkan penginapan pukul 7.45 sehingga siasia membayar lebih untuk sarapan .","('ac', 'panas', 'negatif')","('ac panas', 'panas', 'negatif')","('ac panas', 'panas', 'negatif')",Different Aspect Term
616,"ac panas , jet washer closet bocor , semburan air dari head shower kurang baik dan tidak merata . jelas pihak hotel tidak melakukan perawatan dengan memadai . sarapan baru siap jam 8 pagi , tidak ada informasi saat pembelian . saya meninggalkan penginapan pukul 7.45 sehingga siasia membayar lebih untuk sarapan .","('jet washer closet', 'bocor', 'negatif')","('jendela closet', 'bocor', 'negatif')","('jelas closet', 'bocor', 'negatif')",Different Aspect Term
616,"ac panas , jet washer closet bocor , semburan air dari head shower kurang baik dan tidak merata . jelas pihak hotel tidak melakukan perawatan dengan memadai . sarapan baru siap jam 8 pagi , tidak ada informasi saat pembelian . saya meninggalkan penginapan pukul 7.45 sehingga siasia membayar lebih untuk sarapan .","('shower', 'kurang baik', 'negatif')","('semburan air', 'kurang baik', 'negatif')","('semburan air', 'kurang baik', 'negatif')",Different Aspect Term
616,"ac panas , jet washer closet bocor , semburan air dari head shower kurang baik dan tidak merata . jelas pihak hotel tidak melakukan perawatan dengan memadai . sarapan baru siap jam 8 pagi , tidak ada informasi saat pembelian . saya meninggalkan penginapan pukul 7.45 sehingga siasia membayar lebih untuk sarapan .","('shower', 'tidak merata', 'negatif')","('air', 'tidak merata', 'negatif')","('air', 'tidak merata', 'negatif')",Different Aspect Term
616,"ac panas , jet washer closet bocor , semburan air dari head shower kurang baik dan tidak merata . jelas pihak hotel tidak melakukan perawatan dengan memadai . sarapan baru siap jam 8 pagi , tidak ada informasi saat pembelian . saya meninggalkan penginapan pukul 7.45 sehingga siasia membayar lebih untuk sarapan .",-,"('sarapan', 'baru siap', 'negatif')","('sarapan', 'baru siap', 'negatif')",No Label Matched
620,"saat saya memilih tempat ini , sangat mengecewakan dari pihak airy , karena pesanan kar saya di batalkan tibatiba . dengan alasan kamar telah penuh . padahal saya sudah memesan kamar hotel ini melalui airy dan sudah melakukan pembayaran . dan invoice saya sudah terbit . sangat kecewa dengan pihak airy .","('kamar', 'penuh', 'negatif')","('pihak airy', 'sangat kecewa', 'negatif')","('pihak airy', 'sangat kecewa', 'negatif')",Subset aspect/sentiment
621,minta pindh yang gedung baru tidak bisa . seram penggap bau .,-,"('pindh', 'tidak bisa', 'negatif')","('pindh', 'tidak bisa', 'negatif')",No Label Matched
626,"untuk kedua kalinya menginap disini , masih sama . hanya kmaren kamar tidak sempat di makeup , padahal biasanya langsung ditanyain dan aku sendiri lupa minta . sarapannya masih sama , cuma sudah ada perbaikan karena di telepon jadi tahu di dinning room atau diantar . still love this place , thank you !","('sarapannya', 'perbaikan', 'positif')","('sarapannya', 'sama', 'positif')","('sarapannya', 'sama', 'positif')",Different Sentiment Term
626,"untuk kedua kalinya menginap disini , masih sama . hanya kmaren kamar tidak sempat di makeup , padahal biasanya langsung ditanyain dan aku sendiri lupa minta . sarapannya masih sama , cuma sudah ada perbaikan karena di telepon jadi tahu di dinning room atau diantar . still love this place , thank you !","('sarapannya', 'sama', 'negatif')","('kamar', 'tidak sempat di makeup', 'negatif')","('kamar', 'tidak sempat di makeup', 'negatif')",Subset aspect/sentiment
629,"tembok kamar kotor , channel tv buruk tidak bisa nonton banyak semut . tidak ada snack airy dan suasana kamar bukan airy style biru putih .",-,"('suasana kamar', 'bukan airy style biru putih', 'negatif')","('suasana kamar', 'bukan airy style biru putih', 'negatif')",No Label Matched
630,"pengalaman menginap yang menggelikan . pesan kamar double dikasih twin . mau sholat juga bingung arahnya , karena di plafon kamarnya tidak ada petunjuk arah kiblat nya .","('pengalaman menginap', 'menggelikan', 'negatif')","('pengalaman', 'menggelikan', 'negatif')","('pengalaman', 'menggelikan', 'negatif')",Different Aspect Term
630,"pengalaman menginap yang menggelikan . pesan kamar double dikasih twin . mau sholat juga bingung arahnya , karena di plafon kamarnya tidak ada petunjuk arah kiblat nya .","('petunjuk arah kiblat nya', 'tidak ada', 'negatif')",-,-,Not Generated
638,untuk kamar dengan harga kalau budget cukup memuaskan . hanya kurangnya tidak ada air panasnya dan kurang privasi . jadi kalau ada orang ngobrol di luar kedengaran dan cukup mengganggu .,-,"('privasi', 'kurang', 'negatif')","('privasi', 'kurang', 'negatif')",No Label Matched
643,"penginapan yang bagus dan unik , didalamnya bersih . makanan enak , dan pelayanan sangat memuaskan . bisa titip barang di lobi .",-,"('didalamnya', 'bersih', 'positif')","('didalamnya', 'bersih', 'positif')",No Label Matched
651,"lokasinya sangat bagus , breakfast tidak banyak pilihan tetapi rasanya masih enak . kamarnya cukup luas , hanya saja wifi tidak bisa dipakai di kamar , hanya di restoran . kolam renang kecil banget , bangunan sudah butuh renovasi tetapi cukup bersih .","('bangunan', 'cukup bersih', 'positif')",-,-,Not Generated
651,"lokasinya sangat bagus , breakfast tidak banyak pilihan tetapi rasanya masih enak . kamarnya cukup luas , hanya saja wifi tidak bisa dipakai di kamar , hanya di restoran . kolam renang kecil banget , bangunan sudah butuh renovasi tetapi cukup bersih .","('breakfast', 'enak', 'positif')","('rasanya', 'enak', 'positif')","('rasanya', 'enak', 'positif')",Different Aspect Term
657,hotel di area persawahan bagus buat yang mau cari ketenangan . fasilitas lengkap . tetapi masih kotor dan banyak kerak dan debu di kamar dan kamar mandi saya coba maklumi karena sedang ada renovasi .,"('fasilitas', 'masih kotor', 'negatif')",-,-,Not Generated
657,hotel di area persawahan bagus buat yang mau cari ketenangan . fasilitas lengkap . tetapi masih kotor dan banyak kerak dan debu di kamar dan kamar mandi saya coba maklumi karena sedang ada renovasi .,"('hotel di area persawahan', 'bagus', 'positif')","('hotel', 'bagus', 'positif')","('hotel', 'bagus', 'positif')",Different Aspect Term
657,hotel di area persawahan bagus buat yang mau cari ketenangan . fasilitas lengkap . tetapi masih kotor dan banyak kerak dan debu di kamar dan kamar mandi saya coba maklumi karena sedang ada renovasi .,"('kamar', 'banyak kerak dan debu', 'negatif')","('kamar', 'kotor', 'negatif')","('kamar', 'kotor', 'negatif')",Different Sentiment Term
657,hotel di area persawahan bagus buat yang mau cari ketenangan . fasilitas lengkap . tetapi masih kotor dan banyak kerak dan debu di kamar dan kamar mandi saya coba maklumi karena sedang ada renovasi .,"('kamar mandi', 'banyak kerak dan debu', 'negatif')","('kamar mandi', 'banyak kerak', 'negatif')","('kamar mandi', 'banyak kerak', 'negatif')",Different Sentiment Term
658,"sebaiknya handuk di kamar ada 2 , kemarin cuma di kasih 1 handuk .","('handuk', 'cuma di kasih 1', 'negatif')","('handuk', 'di kasih 1', 'negatif')","('handuk', 'di kasih 1', 'negatif')",Different Sentiment Term
660,"kata resepsionis tidak mendapat breakfast . saat check in masih harus menunggu diselesaikan kamarnya , padahal sudah sedikit lewat jam check in .","('breakfast', 'tidak mendapat', 'negatif')","('breakfast', 'tidak dapat', 'negatif')","('breakfast', 'tidak saat', 'negatif')",Different Sentiment Term
661,"beyond expectation , tanpa menggunakan kupon diskon pun properti ini sangat worth it , kamar sangat bersih dan rapi , luas , lengkap , sampai kompor elektrik pun tersedia di kamar , cocok untuk long stay , suasana sangat nyaman , tenang , pelayanan sangat baik , hanya duct pembuangan di kamar mandi kotor sekali banyak bekas residu sabun dan rambut .","('kamar', 'lengkap', 'positif')","('kompor elektrik', 'tersedia', 'positif')","('kompor elektrik', 'tersedia', 'positif')",Subset aspect/sentiment
661,"beyond expectation , tanpa menggunakan kupon diskon pun properti ini sangat worth it , kamar sangat bersih dan rapi , luas , lengkap , sampai kompor elektrik pun tersedia di kamar , cocok untuk long stay , suasana sangat nyaman , tenang , pelayanan sangat baik , hanya duct pembuangan di kamar mandi kotor sekali banyak bekas residu sabun dan rambut .","('suasana', 'tenang', 'positif')",-,-,Not Generated
665,"kamar nya nyaman , bagus , tidak kalah sama hotel lainnya . bisa jadi alternatif pilihan dengan harga terjangkau .",-,"('harga', 'terjangkau', 'positif')","('harga', 'terjangkau', 'positif')",No Label Matched
667,tv nya pakai tv kabel dan kamarnya luas .,-,"('tv nya', 'pakai tv kabel', 'positif')","('tv nya', 'pakai tv kabel', 'positif')",No Label Matched
676,"kamarnya sangat rapi , bersih , pemandangan pool , sangat recomended dengan harganya yang pas .",-,"('harganya', 'pas', 'positif')","('harganya', 'pas', 'positif')",No Label Matched
676,"kamarnya sangat rapi , bersih , pemandangan pool , sangat recomended dengan harganya yang pas .",-,"('pemandangan pool', 'sangat recomended', 'positif')","('pemandangan pool', 'sangat recomended', 'positif')",No Label Matched
677,cat tembok kamar banyak yang mengelupas . seram . keran kamar mandi susah disetel .,-,"('cat tembok kamar', 'seram', 'negatif')","('cat tembok kamar', 'seram', 'negatif')",No Label Matched
680,"katanya eco syariah , tetapi bakar dupa tiap hari , buat pusing baunya ngundang setan gundoruwo .",-,"('depa', 'bakar', 'negatif')","('dupa', 'bakar', 'negatif')",No Label Matched
683,"pelayanan ramah , kamar bersih . suasana nyaman dan tenang . tidak ada complimentary dari airy . namun overall , kami senang menginap disini .","('overall', 'senang', 'positif')","('overall', 'tidak ada', 'positif')","('overall', 'tidak ada', 'positif')",Different Sentiment Term
684,"lumayan karena letaknya ditengah kota dan disediakan makanan ( breakfast ) juga . pegawai hotelnya pun ramah . tetapi untuk kamar tidak terlalu nyaman , pengap dan buat pusing . kamar mandi hotel berbunyi krietkriet sewaktu lantainya diinjak dan sedikit bau .","('kamar', 'buat pusing', 'negatif')","('kamar mandi hotel', 'berbunyi krietkriet', 'negatif')","('kamar mandi hotel', 'berbunyi krietkriet', 'negatif')",Subset aspect/sentiment
684,"lumayan karena letaknya ditengah kota dan disediakan makanan ( breakfast ) juga . pegawai hotelnya pun ramah . tetapi untuk kamar tidak terlalu nyaman , pengap dan buat pusing . kamar mandi hotel berbunyi krietkriet sewaktu lantainya diinjak dan sedikit bau .","('kamar mandi', 'berbunyi', 'negatif')",-,-,Not Generated
684,"lumayan karena letaknya ditengah kota dan disediakan makanan ( breakfast ) juga . pegawai hotelnya pun ramah . tetapi untuk kamar tidak terlalu nyaman , pengap dan buat pusing . kamar mandi hotel berbunyi krietkriet sewaktu lantainya diinjak dan sedikit bau .","('kamar mandi', 'sedikit bau', 'negatif')","('lantainya', 'sedikit bau', 'negatif')","('lantainya', 'sedikit bau', 'negatif')",Different Aspect Term
684,"lumayan karena letaknya ditengah kota dan disediakan makanan ( breakfast ) juga . pegawai hotelnya pun ramah . tetapi untuk kamar tidak terlalu nyaman , pengap dan buat pusing . kamar mandi hotel berbunyi krietkriet sewaktu lantainya diinjak dan sedikit bau .","('makanan', 'disediakan', 'positif')",-,-,Not Generated
694,"tempatnya sederhana tetapi cukup bersih , klau malam banyak suara jaangkrik dan kambing , suasana desa , mobil langsung parkir depan kamar , air lancar , air panas ada , kamar mandi agaak bau ( dari saluran air ) .","('tempatnya', 'sederhana', 'positif')","('tempatnya', 'sederhana', 'netral')","('tempatnya', 'sederhana', 'netral')",Different Polarity
695,"hotelnya bersih nyaman fasilitas kolam renang luas , hanya sarapan kurang variasi dan lokasi jauh dar .",-,"('lokasi', 'jauh', 'negatif')","('lokasi', 'jauh', 'negatif')",No Label Matched
696,"hotel yang tidak memuaskan , seperti bangunan yang tidak terawat . tidak dapat sunrise meal . kasur tween yang di dijadikan satu menjadi double . tidak dapat perlengkapan mandi ( sabun , sikat gigi dan sampo ) . ac tidak berfungsi dengan baik . tidak ada bantal kecil airy , tidak ada sponsor airy satupun . kamar bau , bed kotor . selang toilet tidak layak pakai .","('ac', 'tidak berfungsi dengan baik', 'negatif')","('bangunan', 'tidak terawat', 'negatif')","('bangunan', 'tidak terawat', 'negatif')",Subset aspect/sentiment
696,"hotel yang tidak memuaskan , seperti bangunan yang tidak terawat . tidak dapat sunrise meal . kasur tween yang di dijadikan satu menjadi double . tidak dapat perlengkapan mandi ( sabun , sikat gigi dan sampo ) . ac tidak berfungsi dengan baik . tidak ada bantal kecil airy , tidak ada sponsor airy satupun . kamar bau , bed kotor . selang toilet tidak layak pakai .","('bantal', 'tidak ada', 'negatif')",-,-,Not Generated
696,"hotel yang tidak memuaskan , seperti bangunan yang tidak terawat . tidak dapat sunrise meal . kasur tween yang di dijadikan satu menjadi double . tidak dapat perlengkapan mandi ( sabun , sikat gigi dan sampo ) . ac tidak berfungsi dengan baik . tidak ada bantal kecil airy , tidak ada sponsor airy satupun . kamar bau , bed kotor . selang toilet tidak layak pakai .","('kamar', 'bau', 'negatif')",-,-,Not Generated
696,"hotel yang tidak memuaskan , seperti bangunan yang tidak terawat . tidak dapat sunrise meal . kasur tween yang di dijadikan satu menjadi double . tidak dapat perlengkapan mandi ( sabun , sikat gigi dan sampo ) . ac tidak berfungsi dengan baik . tidak ada bantal kecil airy , tidak ada sponsor airy satupun . kamar bau , bed kotor . selang toilet tidak layak pakai .","('perlengkapan mandi', 'tidak dapat', 'negatif')",-,-,Not Generated
696,"hotel yang tidak memuaskan , seperti bangunan yang tidak terawat . tidak dapat sunrise meal . kasur tween yang di dijadikan satu menjadi double . tidak dapat perlengkapan mandi ( sabun , sikat gigi dan sampo ) . ac tidak berfungsi dengan baik . tidak ada bantal kecil airy , tidak ada sponsor airy satupun . kamar bau , bed kotor . selang toilet tidak layak pakai .","('sunrise meal', 'tidak dapat', 'negatif')",-,-,Not Generated
697,"mejanya tutup jalan ke lemari jadi sempit , terus pintu kamar mandi tidak bisa ditutup , sarapan alakadarnya tetapi bersih dan nyaman hotelnya serta pelayan yang ramah .","('hotelnya', 'bersih', 'positif')","('hotelnya', 'ramah', 'positif')","('hotelnya', 'ramah', 'positif')",Different Sentiment Term
697,"mejanya tutup jalan ke lemari jadi sempit , terus pintu kamar mandi tidak bisa ditutup , sarapan alakadarnya tetapi bersih dan nyaman hotelnya serta pelayan yang ramah .","('hotelnya', 'nyaman', 'positif')","('sarapan', 'nyaman', 'positif')","('sarapan', 'nyaman', 'positif')",Different Aspect Term
697,"mejanya tutup jalan ke lemari jadi sempit , terus pintu kamar mandi tidak bisa ditutup , sarapan alakadarnya tetapi bersih dan nyaman hotelnya serta pelayan yang ramah .","('jalan ke lemari', 'sempit', 'negatif')","('mejanya', 'tutup jalan', 'negatif')","('mejanya', 'tutup jalan', 'negatif')",Subset aspect/sentiment
697,"mejanya tutup jalan ke lemari jadi sempit , terus pintu kamar mandi tidak bisa ditutup , sarapan alakadarnya tetapi bersih dan nyaman hotelnya serta pelayan yang ramah .","('pelayan', 'ramah', 'positif')","('sarapan', 'bersih', 'positif')","('sarapan', 'bersih', 'positif')",Subset aspect/sentiment
700,meski dibookingnya tertulis jam 1400 untuk check in tetapi saya datang jam 1200 langsung dilayani tidak harus menunggu .,-,"('check in', 'menunggu', 'negatif')","('check in', 'menunggu', 'negatif')",No Label Matched
708,bagus semuanya . yang pasti nyaman dan bersih .,-,"('semuanya', 'bersih', 'positif')","('semuanya', 'bersih', 'positif')",No Label Matched
708,bagus semuanya . yang pasti nyaman dan bersih .,-,"('semuanya', 'nyaman', 'positif')","('semuanya', 'nyaman', 'positif')",No Label Matched
711,"pada saat saya menginap , terdengar suara ketuk ketuk palu dari samping kamar sampai malam tidak berhenti , walaupun saya sudah keluhan ke petugas hotel .",-,"('ketuk ketuk palu', 'tidak berhenti', 'negatif')","('ketuk ketuk palu', 'tidak berhenti', 'negatif')",No Label Matched
715,"foto dan kenyataan tidak sesuai , apalagi dibagian kamar mandi . shower keluarnya ridak rata , lantai sudah berwarna coklat dan air panas kamar mandi hanya ada di jam tertentu saja .","('shower', 'ridak rata', 'negatif')","('kamar mandi', 'ridak rata', 'negatif')","('kamar mandi', 'ridak rata', 'negatif')",Different Aspect Term
715,"foto dan kenyataan tidak sesuai , apalagi dibagian kamar mandi . shower keluarnya ridak rata , lantai sudah berwarna coklat dan air panas kamar mandi hanya ada di jam tertentu saja .",-,"('foto', 'tidak sesuai', 'negatif')","('foto', 'tidak sesuai', 'negatif')",No Label Matched
717,"kamarnya nyaman tetapi di lantailantai tidak kena wifi , dan sedikit kurang friendly . breakfastnya enak . yang double recommeded kalau ada wifinya .",-,"('wifi', 'sedikit kurang friendly', 'negatif')","('wifi', 'sedikit kurang friendly', 'negatif')",No Label Matched
718,kamar yang sangat tenang tetapi kupikir staf harus memperhatikan fasilitas nya . karena ada beberapa fasilitas yang tidak dapat dipakai .,"('beberapa fasilitas', 'tidak dapat dipakai', 'negatif')","('fasilitas nya', 'tidak dapat dipakai', 'negatif')","('fasilitas nya', 'tidak dapat dipakai', 'negatif')",Different Aspect Term
722,"katanya snacknya lagi gangguan , jadi tidak dapat snack , tetapi yang lainnya bagus kok : ) .","('snack', 'tidak dapat', 'negatif')","('snacknya', 'tidak dapat', 'negatif')","('snacknya', 'tidak dapat', 'negatif')",Different Aspect Term
732,airy mantap ! dapat harga dan pelayanan terbaik ! terima kasih .,"('harga', 'terbaik', 'positif')","('harga', 'dapat', 'positif')","('harga', 'dapat', 'positif')",Different Sentiment Term
733,"sangat nyaman kamarnya , tolong kunci pintu di ganti , sudah rusak .","('kunci pintu', 'rusak', 'negatif')","('kunci pintu', 'di ganti', 'negatif')","('kunci pintu', 'di ganti', 'negatif')",Different Sentiment Term
739,"kamar oke , tetapi untuk ac kurang dingin breakfast nya sederhana tetapi nikmat blower kamar mandi tidak berfungsi . overall semua okeyy lah .","('breakfast nya', 'nikmat', 'positif')",-,-,Not Generated
739,"kamar oke , tetapi untuk ac kurang dingin breakfast nya sederhana tetapi nikmat blower kamar mandi tidak berfungsi . overall semua okeyy lah .","('breakfast nya', 'sederhana', 'positif')","('breakfast nya', 'sederhana', 'negatif')","('breakfast nya', 'sederhana', 'negatif')",Different Polarity
740,"di airy rating excellent , tetapi trnyta kurang baik . semoga untuk rating di perbaiki .",-,"('rating', 'excellent', 'positif')","('rating', 'excellent', 'positif')",No Label Matched
740,"di airy rating excellent , tetapi trnyta kurang baik . semoga untuk rating di perbaiki .",-,"('rating', 'kurang baik', 'negatif')","('rating', 'kurang baik', 'negatif')",No Label Matched
747,"kamarnya bagus , fasilitas lengkap , namun sebaiknya diberikan pewangi dan penghilang bau di kamar .",-,"('pewangi', 'diberikan', 'positif')","('pewangi', 'diberikan', 'positif')",No Label Matched
748,layanan nya memuaskan . masukan saja kamar yang kami tempati agak bau nya kurang enak . mungkin kamar nya bisa di kasih pengharum ruanagan .,"('bau nya', 'kurang enak', 'negatif')","('kamar nya', 'kurang enak', 'negatif')","('kamar nya', 'kurang enak', 'negatif')",Different Aspect Term
748,layanan nya memuaskan . masukan saja kamar yang kami tempati agak bau nya kurang enak . mungkin kamar nya bisa di kasih pengharum ruanagan .,-,"('kamar nya', 'agak bau nya', 'negatif')","('kamar nya', 'agak bau nya', 'negatif')",No Label Matched
752,"bagus kamarnya nyaman , bersih , pelayanan ramah . cuma agak jauh iya mau kmana mana susah . masuknya dalam banget . tetapi buat yang ingin cari ketenangan cocok dehh .",-,"('kamarnya', 'bagus', 'positif')","('kamarnya', 'bagus', 'positif')",No Label Matched
754,pegawai hotel ramah ramah . harga hotel juga tidak terlalu mahal . lebih murah jika via airy . terima kasih airy .,"('pegawai hotel', 'ramah', 'positif')","('pegawai hotel', 'ramah ramah', 'positif')","('pegawai hotel', 'ramah ramah', 'positif')",Different Sentiment Term
755,"kamar bersih , rapi , tetapi kamar mandi suka bau tiba tiba . semoga kedepannya lebih baik . over all oke .","('kamar mandi', 'bau', 'positif')",-,-,Not Generated
755,"kamar bersih , rapi , tetapi kamar mandi suka bau tiba tiba . semoga kedepannya lebih baik . over all oke .","('over all', 'oke', 'positif')","('kamar mandi', 'suka bau', 'negatif')","('kamar mandi', 'suka bau', 'negatif')",No Label Matched
757,"ramah , bersih dan berkesan . thank untuk airy .",-,"('airy', 'thank', 'positif')","('airy', 'thank', 'positif')",No Label Matched
759,kamar mandi dan wc tidak enak . shower lepas . gantungan baju pun tidak ada . tv tabung tidak ada tv cable . kecewa banget .,-,"('tv tabung', 'tidak ada', 'negatif')","('tv tabung', 'tidak ada', 'negatif')",No Label Matched
761,"pintu kamar mandi agak macet , pelayanannya kurang karena perlengkapan tidak langsung disediakan ketika tamu datang .",-,"('perlengkapan', 'tidak langsung disediakan', 'negatif')","('perlengkapan', 'tidak langsung disediakan', 'negatif')",No Label Matched
762,"tetapi kurang bersih , masih ada sisa rambut di tempat tidur .",-,"('tempat tidur', 'ada sisa rambut', 'negatif')","('tempat tidur', 'ada sisa rambut', 'negatif')",No Label Matched
763,bangunan hotel bisa dipermanis lagi jika tanaman dirawat dan beberapa area dicat ulang . : ) .,-,"('bangunan hotel', 'bisa dipermanis lagi', 'positif')","('bangunan hotel', 'bisa dipermanis lagi', 'positif')",No Label Matched
768,"sudah sangat bagus untuk hotel yang baru , mungkin lebih di perbanyak fasilitasnya agar lebih baik lagi .",-,"('fasilitasnya', 'lebih di perbanyak', 'positif')","('fasilitasnya', 'lebih di perbanyak', 'positif')",No Label Matched
770,"strategis , bersih .",-,"('posisi', 'bersih', 'positif')","('bersih', 'bersih', 'positif')",No Label Matched
770,"strategis , bersih .",-,"('posisi', 'strategis', 'positif')","('bersih', 'strategis', 'positif')",No Label Matched
771,saya pesan kamar dengan double bed tetapi dapatnya twin bed .,-,"('double bed', 'dapatnya', 'negatif')","('double bed', 'dapatnya', 'negatif')",No Label Matched
772,"overall semuanya baik , kecuali kebersihan kasurnya saja sih .",-,"('kebersihan kasurnya', 'baik', 'positif')","('kebersihan kasurnya', 'baik', 'positif')",No Label Matched
773,kondisi kamar sesuai harga . seprai perlu diganti .,-,"('kamar', 'sesuai', 'positif')","('kamar', 'sesuai', 'positif')",No Label Matched
779,kamar hotelnya seperti kamar rumah .,-,"('kamar hotelnya', 'seperti kamar rumah', 'negatif')","('kamar hotelnya', 'seperti kamar rumah', 'negatif')",No Label Matched
782,"worth it dengan harga minimum , dapat pelayanan maksimum .","('harga', 'minimum', 'positif')","('harga', 'minimum', 'negatif')","('harga', 'minimum', 'negatif')",Different Polarity
783,"bangunan 3 lantai , 1st floor dipakai parkir jadi ala ala basement begitu .",-,"('bangunan', '3 lantai', 'negatif')","('bangunan', '3 lantai', 'negatif')",No Label Matched
786,"lokasinya dekat banget sama perempatan sadang dan rsia asri , cocok ini untuk yang menunggu kerabatnya di rs buat menginap disini .","('lokasinya', 'dekat', 'positif')","('lokasinya', 'dekat banget', 'positif')","('lokasinya', 'dekat banget', 'positif')",Different Sentiment Term
789,"dear airy , untuk pelayanan saat early check out petugas tidak ada di tempat membuat waktu menjadi te .","('petugas', 'tidak ada', 'negatif')","('pelayanan', 'tidak ada', 'negatif')","('pelayanan', 'tidak ada', 'negatif')",Different Aspect Term
794,"ketika saya ada masalah dengan ac kamar , dengan cepat pihak hotel mengganti kamar yang lebih baik .","('ac kamar', 'ada masalah', 'negatif')","('ac kamar', 'bermasalah', 'negatif')","('ac kamar', 'masalah', 'negatif')",Different Sentiment Term
794,"ketika saya ada masalah dengan ac kamar , dengan cepat pihak hotel mengganti kamar yang lebih baik .","('kamar', 'lebih baik', 'positif')",-,-,Not Generated
802,"rekomen banget pokonya , enak , pelayanannya baik , lumayan ramah , bagus juga kamarnya .",-,"('pokonya', 'enak', 'positif')","('pokonya', 'enak', 'positif')",No Label Matched
808,ac kurang optimal atau dingin'y kurang .,"('ac', 'dinginy kurang', 'negatif')","('dinginy', 'kurang', 'negatif')","(""dingin'y"", 'kurang', 'negatif')",Subset aspect/sentiment
811,ternyata hotel wisata . fasilitas cukup minus pastikan gigiminus ada nyamuk agak lembab walaupun di luar ekpektasi tetapi cukup memuaskan .,"('fasilitas', 'cukup memuaskan', 'positif')",-,-,Not Generated
811,ternyata hotel wisata . fasilitas cukup minus pastikan gigiminus ada nyamuk agak lembab walaupun di luar ekpektasi tetapi cukup memuaskan .,"('fasilitas', 'cukup minus', 'negatif')","('nyamuk', 'agak lembab', 'negatif')","('nyamuk', 'agak lembab', 'negatif')",No Label Matched
812,"menu serapan paginya digantilah , jangan itu terus . lebih bervariasi . untuk di resepsionis nya terapkanlah 3s nya .","('menu serapan paginya', 'itu terus', 'negatif')","('menu serapan paginya', 'digantilah', 'negatif')","('menu serapan paginya', 'digantilah', 'negatif')",Different Sentiment Term
816,"nyaman , aman , bersih , tidak pusing cari makanan .",-,"('makanan', 'tidak pusing', 'positif')","('makanan', 'tidak pusing', 'positif')",No Label Matched
824,kondisi kamar sesuai harga . bagus airy .,"('kondisi kamar', 'sesuai harga', 'positif')","('kamar', 'bagus', 'positif')","('kamar', 'bagus', 'positif')",Subset aspect/sentiment
824,kondisi kamar sesuai harga . bagus airy .,-,"('kamar', 'sesuai', 'positif')","('kamar', 'sesuai', 'positif')",No Label Matched
825,"gedungnya perlu direnovasi , kamar terlihat kusam begitu juga depan furniturnya dan banyak nyamuk . menu breakfast sederhana , tetapi rasanya enak .","('breakfast', 'sederhana', 'negatif')","('furniturenya', 'banyak nyamuk', 'negatif')","('furniturnya', 'banyak nyamuk', 'negatif')",Subset aspect/sentiment
825,"gedungnya perlu direnovasi , kamar terlihat kusam begitu juga depan furniturnya dan banyak nyamuk . menu breakfast sederhana , tetapi rasanya enak .","('kamar', 'terlihat kusam', 'negatif')","('kamar', 'kusam', 'negatif')","('kamar', 'kusam', 'negatif')",Different Sentiment Term
