id,sents,expr,polarity,labels,target_repr,completed_labels,completed_target_repr,checkpoint
2328,"guest house yang tidak akan pernah saya rekomendasikan untuk menginap bersama keluarga karena tidak terawat berkesan pemilik tidak mau tahu dengan investasinya , seprai dan sarung bantal lubang lubang terlihat lusuh pasti sudah terpakai bertahun tahun , banyak nyamuk .",tidak terawat,NEG,"([0, 1], [13, 14], ","(hotel, tidak terawat, ","([0, 1], [13, 14], 'NEG')","(hotel, tidak terawat, negatif)",TRUE
2328,"guest house yang tidak akan pernah saya rekomendasikan untuk menginap bersama keluarga karena tidak terawat berkesan pemilik tidak mau tahu dengan investasinya , seprai dan sarung bantal lubang lubang terlihat lusuh pasti sudah terpakai bertahun tahun , banyak nyamuk .",banyak nyamuk,NEG,"([-1], [37, 38], ","(hotel, banyak nyamuk, ","([-1], [37, 38], 'NEG')","(hotel, banyak nyamuk, negatif)",TRUE
2331,nyaman cuma kamar mandii bauu .,nyaman,POS,"([-1], [0], ","(hotel, nyaman, ","([-1], [0], 'POS')","(hotel, nyaman, positif)",TRUE
2337,"pelayanan bagus , lumayan bersih , lebih ditinglatkan lagi terimakasih .",lumayan bersih,POS,"([-1], [3, 4], ","(hotel, lumayan bersih, ","([-1], [3, 4], 'POS')","(hotel, lumayan bersih, positif)",TRUE
2339,"bagus , tenang , bersih , hanya saja resepsionis susah dicari kalau malam .",bagus,POS,"([-1], [0], ","(hotel, bagus, ","([-1], [0], 'POS')","(hotel, bagus, positif)",TRUE
2339,"bagus , tenang , bersih , hanya saja resepsionis susah dicari kalau malam .",tenang,POS,"([-1], [2], ","(hotel, tenang, ","([-1], [2], 'POS')","(hotel, tenang, positif)",TRUE
2339,"bagus , tenang , bersih , hanya saja resepsionis susah dicari kalau malam .",bersih,POS,"([-1], [4], ","(hotel, bersih, ","([-1], [4], 'POS')","(hotel, bersih, positif)",TRUE
2341,"tidak seperti yang diharapkan . kamar jorok , seprai kotor dan bau , toilet rusak , tidak ada air panas dan remote tv tidak ada . pokoknya kecewa berat .",kecewa berat,NEG,"([-1], [27, 28], ","(hotel, kecewa berat, ","([-1], [27, 28], 'NEG')","(hotel, kecewa berat, negatif)",TRUE
2345,"super duper bagus , nyaman . kamar nya luas kamar mandi nya bersih .",super duper bagus,POS,"([-1], [0, 1, 2], ","(hotel, super duper bagus, ","([-1], [0, 1, 2], 'POS')","(hotel, super duper bagus, positif)",TRUE
2345,"super duper bagus , nyaman . kamar nya luas kamar mandi nya bersih .",nyaman,POS,"([-1], [4], ","(hotel, nyaman, ","([-1], [4], 'POS')","(hotel, nyaman, positif)",TRUE
2346,kamar mandi kotor kayaknya jarang di bersihkan . tidak sesuai sama foto . mengecewakan .,mengecewakan,NEG,"([-1], [13], ","(hotel, mengecewakan, ","([-1], [13], 'NEG')","(hotel, mengecewakan, negatif)",TRUE
2351,"kamarnya kotor tidak ada sama sekali hal yang menunjukkan kalau inap di airy room , perlengkapan mandi satupun tidak ada , telepon dkamar tidak bisa dgunakan , pokoknya sangat mengecewakan buat saya yang pertama kali menggunakan kamar dari airy room .",sangat mengecewakan,NEG,"([-1], [28, 29], ","(hotel, sangat mengecewakan, ","([-1], [28, 29], 'NEG')","(hotel, sangat mengecewakan, negatif)",TRUE
2354,kamar bersih dan ramah . mantap .,mantap,POS,"([-1], [5], ","(hotel, mantap, ","([-1], [5], 'POS')","(hotel, mantap, positif)",TRUE
2357,lokasi strategis kamar oke dengan harga sangat terjangkau bersih juga .,bersih,POS,"([-1], [8], ","(hotel, bersih, ","([-1], [8], 'POS')","(hotel, bersih, positif)",TRUE
2358,"cukup bagus , sesuai dengan tarif . hanya air panas dari shower , tidak keluar pada pagi hari . terus makanan sarapan pagi kurang enak .",cukup bagus,POS,"([-1], [0, 1], ","(hotel, cukup bagus, ","([-1], [0, 1], 'POS')","(hotel, cukup bagus, positif)",TRUE
2366,"seprai banyak bercak kotor , lantai berdebu , banyak nyamuk dekat jendela , kamar mandi tidak ada air panas , batas kamar mandi dengan kamar tidak sampai atas plafon , tidak ada tempat sampah dalam kamar atau didepan kamar , colokan saklar cuma 1 .",banyak nyamuk,NEG,"([-1], [8, 9], ","(hotel, banyak nyamuk, ","([-1], [8, 9], 'NEG')","(hotel, banyak nyamuk, negatif)",TRUE
2368,"fasilitas semua sudah baik , resepsionis juga ramah , saya menginap selama 2 hari dan di hari kedua kamar dibersihkan . sangat recomended !",sangat recomended,POS,"([-1], [21, 22], ","(hotel, sangat recomended, ","([-1], [21, 22], 'POS')","(hotel, sangat recomended, positif)",TRUE
2370,"cukup nyaman . sayangnya shower tidak mengalir dengan lancar , terpaksa mandi menggunakan keran air .",cukup nyaman,POS,"([-1], [0, 1], ","(hotel, cukup nyaman, ","([-1], [0, 1], 'POS')","(hotel, cukup nyaman, positif)",TRUE
2376,"pelayanan ramah , keren !",keren,POS,"([-1], [3], ","(hotel, keren, ","([-1], [3], 'POS')","(hotel, keren, positif)",TRUE
2380,"kamar bersih , dingin luar biasa . pokoknya mantap lah .",mantap,POS,"([-1], [8], ","(hotel, mantap, ","([-1], [8], 'POS')","(hotel, mantap, positif)",TRUE
2385,"awalnya sedikit kecewa karena check in terlalu malam jadi dapat kamar di basement , pihak bangka suite memberikan opsi pindah kamar di malam kedua , tetapi saya tidak jadi pindah kamar karena sudah terlalu nyaman sama kamarnya yang bersih , luas dan semua fasilitas berfungsi dengan baik .",sedikit kecewa,NEG,"([-1], [1, 2], ","(hotel, sedikit kecewa, ","([-1], [1, 2], 'NEG')","(hotel, sedikit kecewa, negatif)",TRUE
2386,"murag bingit , fasilitasnya juga bagus .",murag bingit,POS,"([-1], [0, 1], ","(hotel, murag bingit, ","([-1], [0, 1], 'POS')","(hotel, murag bingit, positif)",TRUE
2394,"lumayan disediakan air mineral , snack dan sikat gigi .",lumayan,POS,"([-1], [0], ","(hotel, lumayan, ","([-1], [0], 'POS')","(hotel, lumayan, positif)",TRUE
2398,"bagus , namun showe air panas sedikit tidak berfungsi .",bagus,POS,"([-1], [0], ","(hotel, bagus, ","([-1], [0], 'POS')","(hotel, bagus, positif)",TRUE
2406,"overall oke , cuma overpriced sama kelihatan seperti sudah lama begitu , ada beberapa debu , sama nyamuk serin .",overpriced,NEG,"([-1], [4], ","(hotel, overpriced, ","([-1], [4], 'NEG')","(hotel, overpriced, negatif)",TRUE
2408,nyamann tempatnya enak .,nyamann,POS,"([-1], [0], ","(hotel, nyamann, ","([-1], [0], 'POS')","(hotel, nyamann, positif)",TRUE
2411,"kamarnya kuranf bagus , lampunya tidak semuanya menyala , sangat petang , ruangannya sangat bau , kamar mandinya kotor .",sangat petang,NEG,"([-1], [9, 10], ","(hotel, sangat petang, ","([-1], [9, 10], 'NEG')","(hotel, sangat petang, negatif)",TRUE
2422,"perlu ditambah pengharum di lemarinya . overall kamarnya bersih banget , nyaman , fasilitas lengkap , ac dingin . kalau bisa sediakan line telepon untuk pemesanan taksi , karena letaknya cukup jauh dari jalan raya .",cukup,-,"([-1], [30], ","(hotel, cukup, ","([-1], [30], '-')",#N/A,FALSE
2425,"kecewa dengan pelayanan staf yang kurang profesional . ketika masuk kamar tidak ada complimentary water , pad .",kecewa,NEG,"([-1], [0], ","(hotel, kecewa, ","([-1], [0], 'NEG')","(hotel, kecewa, negatif)",TRUE
2429,cukup memuaskan tetapi lokasinya susah ditemukan .,cukup memuaskan,POS,"([-1], [0, 1], ","(hotel, cukup memuaskan, ","([-1], [0, 1], 'POS')","(hotel, cukup memuaskan, positif)",TRUE
2432,"bagus , nyaman , hanya saja di wc - nya bocor .",bagus,POS,"([-1], [0], ","(hotel, bagus, ","([-1], [0], 'POS')","(hotel, bagus, positif)",TRUE
2432,"bagus , nyaman , hanya saja di wc - nya bocor .",nyaman,POS,"([-1], [2], ","(hotel, nyaman, ","([-1], [2], 'POS')","(hotel, nyaman, positif)",TRUE
2435,"buruk pelayan dari resepsionis , sangat kecewa serta cukup 1x menginap tidak akan untuk selanjutnya . pesan untuk resepsionis : mmg saya menginap tidak membayar ! sopan santun sedikit terhadap tamu menginap .",sangat kecewa,NEG,"([-1], [5, 6], ","(hotel, sangat kecewa, ","([-1], [5, 6], 'NEG')","(hotel, sangat kecewa, negatif)",TRUE
2446,"yang perlu ditingkatkan , ukuran ranjang yang twin kurang besar , buat yang body agak big size , terus lift nya kecil dan cuma satu .",perlu ditingkatkan,-,"([-1], [1, 2], ","(hotel, perlu ditingkatkan, ","([-1], [1, 2], '-')",#N/A,FALSE
2447,"nyaman , hotelnya bagus wifi nya kurang oke .",nyaman,POS,"([-1], [0], ","(hotel, nyaman, ","([-1], [0], 'POS')","(hotel, nyaman, positif)",TRUE
2453,"lumayan untuk bacpakeran , harganya terjangkau banget . tempatnya bersih , cuma seprainya agak berdebu .",lumayan,POS,"([-1], [0], ","(hotel, lumayan, ","([-1], [0], 'POS')","(hotel, lumayan, positif)",TRUE
2456,kamar nya bauk bantal airy nya bauk banyak nyamuk dkamar mandi ada lipan nya makanan nya boleh lah tetapi meja selalu kotor kalau mau breakfast . kurang pegawai sepertinya .,boleh,-,"([-1], [16], ","(hotel, boleh, ","([-1], [16], '-')",#N/A,FALSE
2466,"bagus , nyaman , juga keamanan kendaraan tidak buat khawatir . cuma agak perjuangan mencapai lantai 3 he .",bagus,POS,"([-1], [0], ","(hotel, bagus, ","([-1], [0], 'POS')","(hotel, bagus, positif)",TRUE
2466,"bagus , nyaman , juga keamanan kendaraan tidak buat khawatir . cuma agak perjuangan mencapai lantai 3 he .",nyaman,POS,"([-1], [2], ","(hotel, nyaman, ","([-1], [2], 'POS')","(hotel, nyaman, positif)",TRUE
2469,"nyaman , semua lengkap . pelayanan juga baik banget , pokoknya the best deh tidak nyesal .",nyaman,POS,"([-1], [0], ","(hotel, nyaman, ","([-1], [0], 'POS')","(hotel, nyaman, positif)",TRUE
2469,"nyaman , semua lengkap . pelayanan juga baik banget , pokoknya the best deh tidak nyesal .",tidak nyesal,POS,"([-1], [14, 15], ","(hotel, tidak nyesal, ","([-1], [14, 15], 'POS')","(hotel, tidak nyesal, positif)",TRUE
2470,bersih dan aksebilitas mudah .,bersih,POS,"([-1], [0], ","(hotel, bersih, ","([-1], [0], 'POS')","(hotel, bersih, positif)",TRUE
2482,"pelayanan memuaskan , fasilitas oke , dekat dengan kota lagi . memuaskan .",memuaskan,POS,"([-1], [11], ","(hotel, memuaskan, ","([-1], [11], 'POS')","(hotel, memuaskan, positif)",TRUE
2484,"bersih , nyaman , tenang . mbaknya baikbaik , di bantuin bawa barang dari lantai 4 .",bersih,POS,"([-1], [0], ","(hotel, bersih, ","([-1], [0], 'POS')","(hotel, bersih, positif)",TRUE
2484,"bersih , nyaman , tenang . mbaknya baikbaik , di bantuin bawa barang dari lantai 4 .",nyaman,POS,"([-1], [2], ","(hotel, nyaman, ","([-1], [2], 'POS')","(hotel, nyaman, positif)",TRUE
2484,"bersih , nyaman , tenang . mbaknya baikbaik , di bantuin bawa barang dari lantai 4 .",tenang,POS,"([-1], [4], ","(hotel, tenang, ","([-1], [4], 'POS')","(hotel, tenang, positif)",TRUE
2486,"sangat puas sekali . water heater mantaap , ac dngin . pokok nya recomended banget !",sangat puas sekali,POS,"([-1], [0, 1, 2], ","(hotel, sangat puas sekali, ","([-1], [0, 1, 2], 'POS')","(hotel, sangat puas sekali, positif)",TRUE
2486,"sangat puas sekali . water heater mantaap , ac dngin . pokok nya recomended banget !",recomended banget,POS,"([-1], [13, 14], ","(hotel, recomended banget, ","([-1], [13, 14], 'POS')","(hotel, recomended banget, positif)",TRUE
2489,suka karena murah dan juga dapat cemilan .,suka,POS,"([-1], [0], ","(hotel, suka, ","([-1], [0], 'POS')","(hotel, suka, positif)",TRUE
2489,suka karena murah dan juga dapat cemilan .,murah,POS,"([-1], [2], ","(hotel, murah, ","([-1], [2], 'POS')","(hotel, murah, positif)",TRUE
2491,"bersih , nyaman , tetapi kasur nya agak keras .",bersih,POS,"([-1], [0], ","(hotel, bersih, ","([-1], [0], 'POS')","(hotel, bersih, positif)",TRUE
2491,"bersih , nyaman , tetapi kasur nya agak keras .",nyaman,POS,"([-1], [2], ","(hotel, nyaman, ","([-1], [2], 'POS')","(hotel, nyaman, positif)",TRUE
2493,baik . sayangnya di kamar mandi tidak ada curtain sehingga saat mandi jadi banjir .,baik,POS,"([-1], [0], ","(hotel, baik, ","([-1], [0], 'POS')","(hotel, baik, positif)",TRUE
2494,mantap . kamarnya bagus .,mantap,POS,"([-1], [0], ","(hotel, mantap, ","([-1], [0], 'POS')","(hotel, mantap, positif)",TRUE
2495,"tidak sesuai dengan difoto kotor , seprai dan sarung bantal kuning , dan bau apek tidak recommended sama sekali .",tidak,NEG,"([-1], [0, 1, 2, 3], ","(hotel, tidak, ","([-1], [0, 1, 2, 3], 'NEG')","(hotel, tidak, negatif)",TRUE
2495,"tidak sesuai dengan difoto kotor , seprai dan sarung bantal kuning , dan bau apek tidak recommended sama sekali .",kotor,NEG,"([-1], [4], ","(hotel, kotor, ","([-1], [4], 'NEG')","(hotel, kotor, negatif)",TRUE
2495,"tidak sesuai dengan difoto kotor , seprai dan sarung bantal kuning , dan bau apek tidak recommended sama sekali .",tidak recommended,NEG,"([-1], [15, 16], ","(hotel, tidak recommended, ","([-1], [15, 16], 'NEG')","(hotel, tidak recommended, negatif)",TRUE
2500,lumayan dengan harga murah .,lumayan,POS,"([-1], [0], ","(hotel, lumayan, ","([-1], [0], 'POS')","(hotel, lumayan, positif)",TRUE
2508,"kamar bersih . jadwal breakfast biasanya 07.00 , ini belum ada apaapa . shower mati . handuk tidak ada . dan wifi macet . kecewa .",kecewa,POS,"([-1], [24], ","(hotel, kecewa, ","([-1], [24], 'POS')","(hotel, kecewa, positif)",TRUE
2523,"bagus , walopun datang dini hari namun tetap dilayani dengan baik .",bagus,POS,"([-1], [0], ","(hotel, bagus, ","([-1], [0], 'POS')","(hotel, bagus, positif)",TRUE
2525,"memuaskan , fasilitas baik , menyenangkan .",memuaskan,POS,"([-1], [0], ","(hotel, memuaskan, ","([-1], [0], 'POS')","(hotel, memuaskan, positif)",TRUE
2526,"saya sangat puas . kamar rapi dan bersih . staf sangat ramah dan helpful . kamar saya dilantai 3 dan tidak ada lift tetapi staf siap membantu . dekat dengan tempat makan , bakery , dan minimarket . sangat rekomended .",sangat puas,POS,"([-1], [1, 2], ","(hotel, sangat puas, ","([-1], [1, 2], 'POS')","(hotel, sangat puas, positif)",TRUE
2526,"saya sangat puas . kamar rapi dan bersih . staf sangat ramah dan helpful . kamar saya dilantai 3 dan tidak ada lift tetapi staf siap membantu . dekat dengan tempat makan , bakery , dan minimarket . sangat rekomended .",sangat rekomended,POS,"([-1], [38, 39], ","(hotel, sangat rekomended, ","([-1], [38, 39], 'POS')","(hotel, sangat rekomended, positif)",TRUE
2530,memuaskan meski pada saat akan check in proses dari pihak hotel cukup lama lebih dari 30 menit baru bisa masuk ke kamar dari pukul 14:00 .,memuaskan,POS,"([-1], [0], ","(hotel, memuaskan, ","([-1], [0], 'POS')","(hotel, memuaskan, positif)",TRUE
2531,"oke , kamar luas nyaman . tetapi di ujung .",oke,POS,"([-1], [0], ","(hotel, oke, ","([-1], [0], 'POS')","(hotel, oke, positif)",TRUE
2535,"kamar bersih , wangi cukup nyaman untuk liburan buat backpacker murah tetapi tidak murahan .",murah,POS,"([-1], [10], ","(hotel, murah, ","([-1], [10], 'POS')","(hotel, murah, positif)",TRUE
2535,"kamar bersih , wangi cukup nyaman untuk liburan buat backpacker murah tetapi tidak murahan .",tidak murahan,POS,"([-1], [12, 13], ","(hotel, tidak murahan, ","([-1], [12, 13], 'POS')","(hotel, tidak murahan, positif)",TRUE
2539,"kamarnya bagus , bersih dan rapi . top deh .",top,POS,"([-1], [7], ","(hotel, top, ","([-1], [7], 'POS')","(hotel, top, positif)",TRUE
2545,nyaman dan strategis . cuma kamar mandi kurang bersih . semoga lebih baik lagi . terimakasih airy .,nyaman,POS,"([-1], [0], ","(hotel, nyaman, ","([-1], [0], 'POS')","(hotel, nyaman, positif)",TRUE
2545,nyaman dan strategis . cuma kamar mandi kurang bersih . semoga lebih baik lagi . terimakasih airy .,strategis,POS,"([-1], [2], ","(hotel, strategis, ","([-1], [2], 'POS')","(hotel, strategis, positif)",TRUE
2547,kurang nyaman kurang bersih kurang rapi dan kurang ramah pelayanannya sangat sangat kecewa baru kali ini inap di airy rooms kecewa sebelumnya sya selalu senang mnginap di airyromms .,kurang,NEG,"([-1], [0, 1], ","(hotel, kurang, ","([-1], [0, 1], 'NEG')","(hotel, kurang, negatif)",TRUE
2547,kurang nyaman kurang bersih kurang rapi dan kurang ramah pelayanannya sangat sangat kecewa baru kali ini inap di airy rooms kecewa sebelumnya sya selalu senang mnginap di airyromms .,kurang,NEG,"([-1], [2, 3], ","(hotel, kurang, ","([-1], [2, 3], 'NEG')","(hotel, kurang, negatif)",TRUE
2547,kurang nyaman kurang bersih kurang rapi dan kurang ramah pelayanannya sangat sangat kecewa baru kali ini inap di airy rooms kecewa sebelumnya sya selalu senang mnginap di airyromms .,kurang rapi,NEG,"([-1], [4, 5], ","(hotel, kurang rapi, ","([-1], [4, 5], 'NEG')","(hotel, kurang rapi, negatif)",TRUE
2547,kurang nyaman kurang bersih kurang rapi dan kurang ramah pelayanannya sangat sangat kecewa baru kali ini inap di airy rooms kecewa sebelumnya sya selalu senang mnginap di airyromms .,sangat sangat kecewa,NEG,"([-1], [10, 11, 12], ","(hotel, sangat sangat kecewa, ","([-1], [10, 11, 12], 'NEG')","(hotel, sangat sangat kecewa, negatif)",TRUE
2551,"pelayanannya super ramah , hanya kamar mandi sedikit kurang bersih , kalau kamar oke , besar dan bersih , recommended .",recommended,POS,"([-1], [19], ","(hotel, recommended, ","([-1], [19], 'POS')","(hotel, recommended, positif)",TRUE
2554,"tidur nyaman , murah airy pilihanya .",murah,POS,"([-1], [3], ","(hotel, murah, ","([-1], [3], 'POS')","(hotel, murah, positif)",TRUE
2561,"kali ini sangat kecewa . tidak ada mineral water , tidak ada handuk , kamar agak kotor . mengapa seperti itu ? : ( .",sangat kecewa,NEG,"([-1], [2, 3], ","(hotel, sangat kecewa, ","([-1], [2, 3], 'NEG')","(hotel, sangat kecewa, negatif)",TRUE
2566,"kamar sangat memuaskan . sedikit catatan sayang , lokasi penginapan ini di dalam gang . mungkin akan agak sulit ditemukan .",agak sulit ditemukan,-,"([-1], [17, 18, 19], ","(hotel, agak sulit ditemukan, ","([-1], [17, 18, 19], '-')",#N/A,FALSE
2568,semua sangat bagus overall cuma pintu kamar mandi saja yang gbsa tutup dan malam minggu sangat berisik s .,sangat berisik,NEG,"([-1], [15, 16], ","(hotel, sangat berisik, ","([-1], [15, 16], 'NEG')","(hotel, sangat berisik, negatif)",TRUE
2571,"murah , nyaman , sinyal tv nya kurang bagus , wifi masih belum stabil , tidak ada keset , remote ac nya suka macet .",murah,POS,"([-1], [0], ","(hotel, murah, ","([-1], [0], 'POS')","(hotel, murah, positif)",TRUE
2571,"murah , nyaman , sinyal tv nya kurang bagus , wifi masih belum stabil , tidak ada keset , remote ac nya suka macet .",nyaman,POS,"([-1], [2], ","(hotel, nyaman, ","([-1], [2], 'POS')","(hotel, nyaman, positif)",TRUE
2571,"murah , nyaman , sinyal tv nya kurang bagus , wifi masih belum stabil , tidak ada keset , remote ac nya suka macet .",suka,-,"([-1], [22], ","(hotel, suka, ","([-1], [22], '-')",#N/A,FALSE
2572,"dengan harga terjangkau bisa dibilang memuaskan . kamar bersih , nyaman , dan tenang . cuma di kamar yang saya pesan pintu kamar mandi rusak .",memuaskan,POS,"([-1], [5], ","(hotel, memuaskan, ","([-1], [5], 'POS')","(hotel, memuaskan, positif)",TRUE
2576,"nyaman , ramah petugasnya .",nyaman,POS,"([-1], [0], ","(hotel, nyaman, ","([-1], [0], 'POS')","(hotel, nyaman, positif)",TRUE
2577,"tempat menginap yang bagus , lokasi tidak jelimet , tidak susah cari makan , banyak gojek , gampang kemanakemana , kondisi kamar tenang , bersih , ac adem , air hangatnya luar biasa . recommended deh sama tempat ini .",recommended,POS,"([-1], [34], ","(hotel, recommended, ","([-1], [34], 'POS')","(hotel, recommended, positif)",TRUE
2581,kolam bernang tidak bisa digunain . pokonya kecewa banget .,bernang,-,"([-1], [1], ","(hotel, bernang, ","([-1], [1], '-')",#N/A,FALSE
2581,kolam bernang tidak bisa digunain . pokonya kecewa banget .,kecewa banget,NEG,"([-1], [7, 8], ","(hotel, kecewa banget, ","([-1], [7, 8], 'NEG')","(hotel, kecewa banget, negatif)",TRUE
2588,cukup bagus kalau cuma untuk dipakai tidur . kalau dipakai berlama lama agak kurang nyaman saja . he . overall oke lah . bersih .,cukup bagus,POS,"([-1], [0, 1], ","(hotel, cukup bagus, ","([-1], [0, 1], 'POS')","(hotel, cukup bagus, positif)",TRUE
2588,cukup bagus kalau cuma untuk dipakai tidur . kalau dipakai berlama lama agak kurang nyaman saja . he . overall oke lah . bersih .,agak kurang nyaman,NEG,"([-1], [12, 13, 14], ","(hotel, agak kurang nyaman, ","([-1], [12, 13, 14], 'NEG')","(hotel, agak kurang nyaman, negatif)",TRUE
2588,cukup bagus kalau cuma untuk dipakai tidur . kalau dipakai berlama lama agak kurang nyaman saja . he . overall oke lah . bersih .,bersih,POS,"([-1], [23], ","(hotel, bersih, ","([-1], [23], 'POS')","(hotel, bersih, positif)",TRUE
2589,"airnya kecil , tempatnya jorok , bau , kotor , seprai dan sarung bantalnya seperti tidak diganti , tidak ada tempat parkir - not recomended - .",not recomended,NEG,"([-1], [23, 24], ","(hotel, not recomended, ","([-1], [23, 24], 'NEG')","(hotel, not recomended, negatif)",TRUE
2597,"saya kecewa ketika saya menginap tidak ada di sediakan air minum , kamarnya bersemut , dan obat sikat gigi nya keras .",kecewa,NEG,"([-1], [1], ","(hotel, kecewa, ","([-1], [1], 'NEG')","(hotel, kecewa, negatif)",TRUE
2603,"recommended , pelayanan terbaik .",recommended,POS,"([-1], [0], ","(hotel, recommended, ","([-1], [0], 'POS')","(hotel, recommended, positif)",TRUE
2605,"its so worth it ! kamar yang luas , kebersihan lumayan , lokasi strategis . cukup menyenangkan sih menginap disini . apalagi waktu kemarin itu ada diskon 50 , jadi jatohnya itu murah banget ! .",worth,POS,"([-1], [2, 3], ","(hotel, worth, ","([-1], [2, 3], 'POS')","(hotel, worth, positif)",TRUE
2605,"its so worth it ! kamar yang luas , kebersihan lumayan , lokasi strategis . cukup menyenangkan sih menginap disini . apalagi waktu kemarin itu ada diskon 50 , jadi jatohnya itu murah banget ! .",cukup menyenangkan,POS,"([18], [15, 16], ","(hotel, cukup menyenangkan, ","([18], [15, 16], 'POS')","(hotel, cukup menyenangkan, positif)",TRUE
2606,"meskipun sempat merasakan gempa , menyenangkan , pelayanan oke kamar oke .",menyenangkan,POS,"([-1], [5], ","(hotel, menyenangkan, ","([-1], [5], 'POS')","(hotel, menyenangkan, positif)",TRUE
2612,"kamar nya kotor dan sempit , handuknya tipis dan bau air mani . kamar mandi nya banjir air lama mengalir . saya langsung cek out setelah melihat kondisi kamarnya . pokoknya tidak recomended banget . nyesal juga tidak sesuai sama fotonya menipu banget kapok deh .",tidak recomended banget,NEG,"([-1], [31, 32, 33], ","(hotel, tidak recomended banget, ","([-1], [31, 32, 33], 'NEG')","(hotel, tidak recomended banget, negatif)",TRUE
2615,"nyaman , kamar bersih , wifi cepat .",nyaman,POS,"([-1], [0], ","(hotel, nyaman, ","([-1], [0], 'POS')","(hotel, nyaman, positif)",TRUE
2617,lumayan tetapi bantal airy nya sedikit kotor .,lumayan,POS,"([-1], [0], ","(hotel, lumayan, ","([-1], [0], 'POS')","(hotel, lumayan, positif)",TRUE
2637,"pelayanan ramah , resepsionis sangat membantu , excellent .",excellent,POS,"([-1], [7], ","(hotel, excellent, ","([-1], [7], 'POS')","(hotel, excellent, positif)",TRUE
2638,"hari terakhir menginap sedikit mengecewakan , air kotor kehitaman pada hari minggu .",sedikit mengecewakan,NEG,"([-1], [3, 4], ","(hotel, sedikit mengecewakan, ","([-1], [3, 4], 'NEG')","(hotel, sedikit mengecewakan, negatif)",TRUE
2651,"bersih , nyaman dan airy terbaik yang pernah saya inapin .",bersih,POS,"([-1], [0], ","(hotel, bersih, ","([-1], [0], 'POS')","(hotel, bersih, positif)",TRUE
2651,"bersih , nyaman dan airy terbaik yang pernah saya inapin .",nyaman,POS,"([-1], [2], ","(hotel, nyaman, ","([-1], [2], 'POS')","(hotel, nyaman, positif)",TRUE
2653,"payah . sistem book nya error . di aplikasi hotel ini tersedia , sudah book , sudah lunas , eh tahu tahu disananya penuh !",payah,NEG,"([-1], [0], ","(hotel, payah, ","([-1], [0], 'NEG')","(hotel, payah, negatif)",TRUE
2659,"kamar bersih , sesuai sama harga , kalau mau menginap tetapi kalau budget tempat ini cocok , .",sesuai,-,"([-1], [3], ","(hotel, sesuai, ","([-1], [3], '-')",#N/A,FALSE
2662,baguss kamarnyaa bersih dekat dari perkotaan .,baguss,POS,"([-1], [0], ","(hotel, baguss, ","([-1], [0], 'POS')","(hotel, baguss, positif)",TRUE
2666,"cukup baik , lokasi sangat strategis .",cukup baik,POS,"([-1], [0, 1], ","(hotel, cukup baik, ","([-1], [0, 1], 'POS')","(hotel, cukup baik, positif)",TRUE
2673,cukup baik . tetapi lebih apik lagi membereskan kasurnya . masa ada pakaian dalam di dalam selimutnya ! sarapan oklah .,cukup baik,POS,"([-1], [0, 1], ","(hotel, cukup baik, ","([-1], [0, 1], 'POS')","(hotel, cukup baik, positif)",TRUE
2675,enak nyaman murah tetapi berkualitas sayang kemarin tidak dapat perlengkapan mandi huhu . keseluruhan oke banget kok .,enak,POS,"([-1], [0], ","(hotel, enak, ","([-1], [0], 'POS')","(hotel, enak, positif)",TRUE
2675,enak nyaman murah tetapi berkualitas sayang kemarin tidak dapat perlengkapan mandi huhu . keseluruhan oke banget kok .,nyaman,POS,"([-1], [1], ","(hotel, nyaman, ","([-1], [1], 'POS')","(hotel, nyaman, positif)",TRUE
2675,enak nyaman murah tetapi berkualitas sayang kemarin tidak dapat perlengkapan mandi huhu . keseluruhan oke banget kok .,murah,POS,"([-1], [2], ","(hotel, murah, ","([-1], [2], 'POS')","(hotel, murah, positif)",TRUE
2675,enak nyaman murah tetapi berkualitas sayang kemarin tidak dapat perlengkapan mandi huhu . keseluruhan oke banget kok .,berkualitas,POS,"([-1], [4], ","(hotel, berkualitas, ","([-1], [4], 'POS')","(hotel, berkualitas, positif)",TRUE
2677,kamar nya oke bagus rapi . ac dingin . ramah . tetapi wifinya parah tidak bisa dipakai .,ramah,POS,"([-1], [9], ","(hotel, ramah, ","([-1], [9], 'POS')","(hotel, ramah, positif)",TRUE
2690,"enak dapat sarapan bubur ayam . walau kamar mandi sempit , tetapi cukup dan bersih .",enak,POS,"([-1], [0], ","(hotel, enak, ","([-1], [0], 'POS')","(hotel, enak, positif)",TRUE
2693,"not bad , ruangan bersih , ac dingin , tidak ada kendala .",not bad,POS,"([-1], [0, 1], ","(hotel, not bad, ","([-1], [0, 1], 'POS')","(hotel, not bad, positif)",TRUE
2695,bagus . pelayanannya baik .,bagus,POS,"([-1], [0], ","(hotel, bagus, ","([-1], [0], 'POS')","(hotel, bagus, positif)",TRUE
2696,bagus . tetapi terlalu terpencil . resepsionis pun tidak 24 jam .,bagus,POS,"([-1], [0], ","(hotel, bagus, ","([-1], [0], 'POS')","(hotel, bagus, positif)",TRUE
2696,bagus . tetapi terlalu terpencil . resepsionis pun tidak 24 jam .,terlalu terpencil,NEG,"([-1], [3, 4], ","(hotel, terlalu terpencil, ","([-1], [3, 4], 'NEG')","(hotel, terlalu terpencil, negatif)",TRUE
