id,sents,expr,polarity,labels,target_repr
1898,dapat sarapan simple . highly recommended .,highly recommended,-,"([-1], [4, 5], ","(hotel, highly recommended, "
1903,"tidak disiapkan air putih , sabun . tetapi cukup nyaman .",cukup nyaman,-,"([-1], [8, 9], ","(hotel, cukup nyaman, "
1916,"kamar bagus , rapi , enak air panasnya agak lama iya baru panas puas banget dan recommended banget .",puas banget,-,"([-1], [13, 14], ","(hotel, puas banget, "
1916,"kamar bagus , rapi , enak air panasnya agak lama iya baru panas puas banget dan recommended banget .",recommended banget,-,"([-1], [16, 17], ","(hotel, recommended banget, "
1921,"bersih dan nyaman , tetapi ac nya kurang dingin dan juga bocor .",bersih,-,"([-1], [0], ","(hotel, bersih, "
1921,"bersih dan nyaman , tetapi ac nya kurang dingin dan juga bocor .",nyaman,-,"([-1], [2], ","(hotel, nyaman, "
1927,"lumayan , pelayanan cukup , sayang musholla kurang memadai , dan tidak ada lift .",lumayan,-,"([-1], [0], ","(hotel, lumayan, "
1937,"kesan : baik , akan jadi pelanggan . perbaikan : beberapa kamar sinyal internet kurang bagus terutama di beberapa kamar lantai 1 .",baik,-,"([-1], [2], ","(hotel, baik, "
1939,"cukup baik , dekat dengan supermall karawaci , kamar bersih , ada ac , tv , dan air panas nya juga .",cukup baik,-,"([-1], [0, 1], ","(hotel, cukup baik, "
1955,"kamar nya bersih , pelayan nya juga baik , akses nya gampang . kamar mandi nya oke , cuma air panas nya mati , so lumayan lah .",lumayan,-,"([-1], [25], ","(hotel, lumayan, "
1958,"cukup nyaman , kamar bersih , sarapan pagi banyak pilihan .",cukup nyaman,-,"([-1], [0, 1], ","(hotel, cukup nyaman, "
1964,bagus . bersih . ramah cuma snak saja tidak ada .,bagus,-,"([-1], [0], ","(hotel, bagus, "
1964,bagus . bersih . ramah cuma snak saja tidak ada .,bersih,-,"([-1], [2], ","(hotel, bersih, "
1964,bagus . bersih . ramah cuma snak saja tidak ada .,ramah,-,"([-1], [4], ","(hotel, ramah, "
1965,"luamayan , fasilitas lengkap dan nyaman .",luamayan,-,"([-1], [0], ","(hotel, luamayan, "
1973,"sangat memuaskan . seprai dan handuknya wangi , kamarnya cukup bersih dan nyaman . ac dan air panasnya berfungsi dengan baik . saluran tv sedikit bermasalah tetapi cukup memuaskan . ini pengalaman kedua saya di airy gunung sahari . terima . kasih .",sangat memuaskan,-,"([-1], [0, 1], ","(hotel, sangat memuaskan, "
1974,"ada nyamuk , acnya kurang jos . selain itu oke banget .",ada nyamuk,-,"([-1], [0, 1], ","(hotel, ada nyamuk, "
1974,"ada nyamuk , acnya kurang jos . selain itu oke banget .",oke banget,-,"([-1], [9, 10], ","(hotel, oke banget, "
1980,"tempatnya oke , price sama kualitas pas . suka banget .",suka banget,-,"([-1], [8, 9], ","(hotel, suka banget, "
1985,"tempatnya enak , semua fasilitas ada , kamar bersih pokonya jos .",jos,-,"([-1], [10], ","(hotel, jos, "
1986,"bersih , wifi kencang , cuma sempit buat sholat susah .",bersih,-,"([-1], [0], ","(hotel, bersih, "
1986,"bersih , wifi kencang , cuma sempit buat sholat susah .",sempit,-,"([-1], [6], ","(hotel, sempit, "
1993,untuk pelayanan dan kamar sangat nyaman meskipun agak sedikit berisik di malam hari karena suara mus .,agak sedikit berisik,-,"([-1], [7, 8, 9], ","(hotel, agak sedikit berisik, "
1995,"kecewa karena pakai traveloka ternyata harga mahal kamar tidak ada ventilasi jendela , pengap , handuk kucel , harga lebih murah go show dan dikasih kamar bagusbagus , tolong di review kembali .",kecewa,-,"([-1], [0], ","(hotel, kecewa, "
1995,"kecewa karena pakai traveloka ternyata harga mahal kamar tidak ada ventilasi jendela , pengap , handuk kucel , harga lebih murah go show dan dikasih kamar bagusbagus , tolong di review kembali .",pengap,-,"([-1], [13], ","(hotel, pengap, "
1999,"lumayan bersih dan ramah , cuma kamarnya tidak kedap suara , kebetulan kamar saya dekat dengan resepsionis , kalau resepsionisnya bicara , kedengaran sampai kamar .",lumayan bersih,-,"([-1], [0, 1], ","(hotel, lumayan bersih, "
1999,"lumayan bersih dan ramah , cuma kamarnya tidak kedap suara , kebetulan kamar saya dekat dengan resepsionis , kalau resepsionisnya bicara , kedengaran sampai kamar .",ramah,-,"([-1], [3], ","(hotel, ramah, "
2001,bed dan ac nya nyaman . kamar luas . sayang ventilasi kamar mandi tidak berfungsi jadi lembab dan pengap .,lembab,-,"([-1], [16], ","(hotel, lembab, "
2001,bed dan ac nya nyaman . kamar luas . sayang ventilasi kamar mandi tidak berfungsi jadi lembab dan pengap .,pengap,-,"([-1], [18], ","(hotel, pengap, "
2003,"meskipun luas kamarnya pas , tetapi bersih banget . ada air hangat untuk mandi . bahkan disediakan snack yang buat happy banget . terima kasih airy rooms .",bersih banget,-,"([-1], [6, 7], ","(hotel, bersih banget, "
2005,"kamarnya lumayan bagus , cuma sayang air panasnya sedikit saja , jadi kurang bagus .",kurang bagus,-,"([-1], [12, 13], ","(hotel, kurang bagus, "
2013,"lumayan . kamarnya agak sempit , jalan menuju ke kamar juga sempit , tidak terlalu nyaman . lift yang berfungsi hanya satu . tetapi lumayan untuk hotel dengan harga seperti itu .",lumayan,-,"([-1], [0], ","(hotel, lumayan, "
2013,"lumayan . kamarnya agak sempit , jalan menuju ke kamar juga sempit , tidak terlalu nyaman . lift yang berfungsi hanya satu . tetapi lumayan untuk hotel dengan harga seperti itu .",tidak terlalu nyaman,-,"([-1], [13, 14, 15], ","(hotel, tidak terlalu nyaman, "
2013,"lumayan . kamarnya agak sempit , jalan menuju ke kamar juga sempit , tidak terlalu nyaman . lift yang berfungsi hanya satu . tetapi lumayan untuk hotel dengan harga seperti itu .",lumayan,-,"([-1], [24], ","(hotel, lumayan, "
2015,"nyaman banget , ramah semua pegawainya . recommended . cuma perlu sedikit diperbaiki showernya .",nyaman banget,-,"([-1], [0, 1], ","(hotel, nyaman banget, "
2015,"nyaman banget , ramah semua pegawainya . recommended . cuma perlu sedikit diperbaiki showernya .",recommended,-,"([-1], [7], ","(hotel, recommended, "
2020,"banyak nyamuk , sinyal tv jelek , tidak ada wifi . wc kotor ada tikus .",banyak nyamuk,-,"([-1], [0, 1], ","(hotel, banyak nyamuk, "
2021,nyaman banget pokoknya top banget airy room .,nyaman banget,-,"([-1], [0, 1], ","(hotel, nyaman banget, "
2032,sedikit kecewa sih kamar tidak sesuai gambar dan kamar tidak ada jendela nya : ( .,sedikit kecewa,-,"([-1], [0, 1], ","(hotel, sedikit kecewa, "
2037,"lumayan , sayang peralatan sanitair nya banyak yang rusak .",lumayan,-,"([-1], [0], ","(hotel, lumayan, "
2044,sangat menyenangkan . tetapi untuk masalah privasi kurang terjaga karena jendela kaca tidak dilengkapi kain trasparan sehingga terlihat jelas dari luar .,sangat menyenangkan,-,"([-1], [0, 1], ","(hotel, sangat menyenangkan, "
2045,tidak sesuai kamar sama fotonya . agak kecewa .,agak kecewa,-,"([-1], [6, 7], ","(hotel, agak kecewa, "
2046,"tempatnya sangat nyaman , ramah orang orangnya , pokoknya mantap deh .",mantap,-,"([-1], [9], ","(hotel, mantap, "
2049,fasilitas hampir semua ada kecuali hot water . ruangan kecil tetapi maksimal . wastafel agak rusak . tetapi will be kembali .,maksimal,-,"([-1], [11], ","(hotel, maksimal, "
2057,"bersih , nyaman , harga murah tetapi kualitas oke .",bersih,-,"([-1], [0], ","(hotel, bersih, "
2057,"bersih , nyaman , harga murah tetapi kualitas oke .",nyaman,-,"([-1], [2], ","(hotel, nyaman, "
2067,nyaman banget pelanya ramah .,nyaman banget,-,"([-1], [0, 1], ","(hotel, nyaman banget, "
2072,"tempatnya mudah dijangkau , dekat dengan rsab harapan kita . bersih , pelayanan ramah , sarapan oke .",bersih,-,"([-1], [10], ","(hotel, bersih, "
2082,nyaman dan kamar bersih .,nyaman,-,"([-1], [0], ","(hotel, nyaman, "
2085,sangat nyaman mungkin pelayanan nya di tingkatkan dan lebih ramah .,sangat nyaman,-,"([-1], [0, 1], ","(hotel, sangat nyaman, "
2098,"sesuai harga , cukuplah , yang penting ramah , sebagai informasi : air panasnya berfungsi setelah 5mnt + air keluar .",ramah,-,"([-1], [7], ","(hotel, ramah, "
2103,bagus pelayanan dan good place . recommended banget sudah !,recommended banget,-,"([-1], [6, 7], ","(hotel, recommended banget, "
2106,"lumayan bagus , hanya air showernya awal panas lamalama dingin .",lumayan bagus,-,"([-1], [0, 1], ","(hotel, lumayan bagus, "
2107,"recomended , pelayanan memuaskan .",recomended,-,"([-1], [0], ","(hotel, recomended, "
2115,"kurang ramah , saat datang kondisi kamar belum siap untuk digunakan karena ac bermasalah .",kurang ramah,-,"([-1], [0, 1], ","(hotel, kurang ramah, "
2118,nyaman dan bersih . staf juga ramah .,nyaman,-,"([-1], [0], ","(hotel, nyaman, "
2118,nyaman dan bersih . staf juga ramah .,bersih,-,"([-1], [2], ","(hotel, bersih, "
2124,"sangat baik , hanya kurang sajadah di kamar .",sangat baik,-,"([-1], [0, 1], ","(hotel, sangat baik, "
2129,"mantaps sesuai dengan harga nya . tempat nya strategis , dekat dengan keramaian dan banyak penjual makanan . tetapi sayang kalau pagi air sempat mati .",mantaps,-,"([-1], [0], ","(hotel, mantaps, "
2138,"tidak sesuai gambar , kamar sempit , selimut bau , kamar bau tidak sedap , .",tidak sesuai gambar,-,"([-1], [0, 1, 2], ","(hotel, tidak sesuai gambar, "
2143,baguss hanya saja tempat untuk sholat tidak cukup .,baguss,-,"([-1], [0], ","(hotel, baguss, "
2147,rekomen sekali untuk inap disini tempatnya aman nyaman dan bagus lah pokoknya .,rekomen sekali,-,"([-1], [0, 1], ","(hotel, rekomen sekali, "
2148,"memuaskan sih , dimana harga yang ekonomis namun fasilitas maksimalis .",memuaskan,-,"([-1], [0], ","(hotel, memuaskan, "
2150,lokasi sangat dekat dengan pia mangkok dan mcdonalds . banyak tempat kuliner di sekitar . wifi juga setara 4g dengan kecepatan rata rata 2mib s . sarapan juga bervariasi . cocok buat anak kecil karena tidak berisik . setara hotel bintang 4 .,tidak berisik,-,"([-1], [35, 36], ","(hotel, tidak berisik, "
2151,"lumayan lah . sayang kamar mandinya agak bagaimana begitu , wcnya flushernya harus diperbaiki .",lumayan,-,"([-1], [0], ","(hotel, lumayan, "
2162,"oke banget suka dengan servis nya , sopan dan memuaskan .",sopan,-,"([-1], [7], ","(hotel, sopan, "
2163,cukup baik tetapi wc nya kurang nyaman .,cukup baik,-,"([-1], [0, 1], ","(hotel, cukup baik, "
2171,"bersih , rapi dan nyaman . tetapi wifi ter suspended .",bersih,-,"([-1], [0], ","(hotel, bersih, "
2171,"bersih , rapi dan nyaman . tetapi wifi ter suspended .",rapi,-,"([-1], [2], ","(hotel, rapi, "
2171,"bersih , rapi dan nyaman . tetapi wifi ter suspended .",nyaman,-,"([-1], [4], ","(hotel, nyaman, "
2172,"kamar nyaman , cari makan mudah , tetapi kok sinyal di dalam kamar agak susah .",agak susah,-,"([-1], [13, 14], ","(hotel, agak susah, "
2185,"petugas ramah , kamar bersih , fasilitas oke , walau wifinya kadang tidak nyantol ' , saya dan suami cukup puas : ) .",cukup puas,-,"([-1], [19, 20], ","(hotel, cukup puas, "
2187,"handuk kotor , pelayanan tidak sopan , sama sekali tidak nyaman .",tidak nyaman,-,"([-1], [9, 10], ","(hotel, tidak nyaman, "
2201,"kamar sangat bersih , karyawan juga ramah , dekat dengan tempat makan , strategis pkoknya .",strategis,-,"([-1], [13], ","(hotel, strategis, "
2205,"sangat amazing menginap di airy sutoyo hotel dewarna , sudah murah tempat juga nyaman buat istirahat , apalagi breakfastnya juga nikmat tidak asalasalan dengan harga murah kualitas tidak murahan . tetapi yang perlu diperbaiki cuma kebersihan kamar kurang bersih kalau ngepel , overall rekomen banget .",sangat amazing,-,"([-1], [0, 1], ","(hotel, sangat amazing, "
2205,"sangat amazing menginap di airy sutoyo hotel dewarna , sudah murah tempat juga nyaman buat istirahat , apalagi breakfastnya juga nikmat tidak asalasalan dengan harga murah kualitas tidak murahan . tetapi yang perlu diperbaiki cuma kebersihan kamar kurang bersih kalau ngepel , overall rekomen banget .",murah,-,"([-1], [10], ","(hotel, murah, "
2221,"nyaman banget sudah , harga oke . cuma air panasnya lama .",nyaman banget,-,"([-1], [0, 1], ","(hotel, nyaman banget, "
2224,"nyaman , bersih , wangi , pelayannya cukup ramah , tempat menginapnya sempit , tetapi kalau sekedar menginap saja sih iya okelah dengan harga yang terjangkau , untuk fasilitas handuknya tidak tersedia di dalam kamar jadi harus minta dulu ke resepsionis , dan saat itu yang tersedia hanya 1 handuk sedangkan yang menginap 2 tamu .",nyaman,-,"([-1], [0], ","(hotel, nyaman, "
2224,"nyaman , bersih , wangi , pelayannya cukup ramah , tempat menginapnya sempit , tetapi kalau sekedar menginap saja sih iya okelah dengan harga yang terjangkau , untuk fasilitas handuknya tidak tersedia di dalam kamar jadi harus minta dulu ke resepsionis , dan saat itu yang tersedia hanya 1 handuk sedangkan yang menginap 2 tamu .",bersih,-,"([-1], [2], ","(hotel, bersih, "
2224,"nyaman , bersih , wangi , pelayannya cukup ramah , tempat menginapnya sempit , tetapi kalau sekedar menginap saja sih iya okelah dengan harga yang terjangkau , untuk fasilitas handuknya tidak tersedia di dalam kamar jadi harus minta dulu ke resepsionis , dan saat itu yang tersedia hanya 1 handuk sedangkan yang menginap 2 tamu .",wangi,-,"([-1], [4], ","(hotel, wangi, "
2226,"pelayanannya baik , kamarnya nyaman , top .",top,-,"([-1], [6], ","(hotel, top, "
2230,tidak terlalu mahal . tetapi memang tempatnya standar sekali .,tidak terlalu mahal,-,"([-1], [0, 1, 2], ","(hotel, tidak terlalu mahal, "
2237,nyaman dan enak pelayannya ramah .,nyaman,-,"([-1], [0], ","(hotel, nyaman, "
2237,nyaman dan enak pelayannya ramah .,enak,-,"([-1], [2], ","(hotel, enak, "
2239,cukup bersih . kondisi keran kamar mandi saya yang harus diperbaiki . susah bukanya .,cukup bersih,-,"([-1], [0, 1], ","(hotel, cukup bersih, "
2241,"luar biasa . bagus , bersih , dan termasuk murah dengan fasilitas yang ada , tidak berisik juga , peraturan yang tidak ribet . karyawan nya sopan recommended .",luar biasa,-,"([-1], [0, 1], ","(hotel, luar biasa, "
2241,"luar biasa . bagus , bersih , dan termasuk murah dengan fasilitas yang ada , tidak berisik juga , peraturan yang tidak ribet . karyawan nya sopan recommended .",bagus,-,"([-1], [3], ","(hotel, bagus, "
2241,"luar biasa . bagus , bersih , dan termasuk murah dengan fasilitas yang ada , tidak berisik juga , peraturan yang tidak ribet . karyawan nya sopan recommended .",bersih,-,"([-1], [5], ","(hotel, bersih, "
2241,"luar biasa . bagus , bersih , dan termasuk murah dengan fasilitas yang ada , tidak berisik juga , peraturan yang tidak ribet . karyawan nya sopan recommended .",murah,-,"([-1], [9], ","(hotel, murah, "
2241,"luar biasa . bagus , bersih , dan termasuk murah dengan fasilitas yang ada , tidak berisik juga , peraturan yang tidak ribet . karyawan nya sopan recommended .",tidak berisik,-,"([-1], [15, 16], ","(hotel, tidak berisik, "
2241,"luar biasa . bagus , bersih , dan termasuk murah dengan fasilitas yang ada , tidak berisik juga , peraturan yang tidak ribet . karyawan nya sopan recommended .",recommended,-,"([-1], [27], ","(hotel, recommended, "
2243,"bersih , rapi , ramah , tetapi tempat kurang terang .",bersih,-,"([-1], [0], ","(hotel, bersih, "
2243,"bersih , rapi , ramah , tetapi tempat kurang terang .",rapi,-,"([-1], [2], ","(hotel, rapi, "
2243,"bersih , rapi , ramah , tetapi tempat kurang terang .",ramah,-,"([-1], [4], ","(hotel, ramah, "
2247,"sangat mengecewakan . tempat nya susah di cari , kamar mandi pengap dan bau , ac tidak dingin dan menetes , terlebih lagi pemilik nya sangat teramat tidak sopan tidak cocok jadi pemilik penginapan seperti pereman pasar . di tambah kemarin dapat kamar 202 tangg .",sangat mengecewakan,-,"([-1], [0, 1], ","(hotel, sangat mengecewakan, "
2251,"bersih dan pelayanan cukup memuaskan , apalagi ada kafe yang menyajikan makanan dan minuman yang sesuai dengan ukuran dompet .",bersih,-,"([-1], [0], ","(hotel, bersih, "
2269,"bagus , bersih , sedikit bau aroma kamarnya .",bagus,-,"([-1], [0], ","(hotel, bagus, "
2269,"bagus , bersih , sedikit bau aroma kamarnya .",bersih,-,"([-1], [2], ","(hotel, bersih, "
2273,"bersih , penjaganya ramah dan sopan tempat strategis .",bersih,-,"([-1], [0], ","(hotel, bersih, "
2274,mantap . ruangan bersih . puas . pas di kantong kantong .,mantap,-,"([-1], [0], ","(hotel, mantap, "
2274,mantap . ruangan bersih . puas . pas di kantong kantong .,puas,-,"([-1], [5], ","(hotel, puas, "
2279,"tidak sesuai standar nya airy , tidak ada minum dan cemilan .",tidak sesuai standar,-,"([-1], [0, 1, 2], ","(hotel, tidak sesuai standar, "
2288,"pelayanan baik , staf yang ramah . pengalaman yang sangat menggembiran .",sangat menggembiran,-,"([-1], [9, 10], ","(hotel, sangat menggembiran, "
2292,"awal sudah senang karena dikasih welcome cokelat , tetapi kecewa berlipat lipat karena kamar tidak sesuai di foto dan ulasan pada traveloka , kamarnya bau , banyak semut di tempat tidur , ac tidak nyala panas banget , menang di tv saja yang besar , kamar mandi tidak sempat saya pakai karena saya sekarang siap siap mau check out pindah hotel saja , nyesal sudah bayar buat 3 malam dan tidak bisa direfund .",kecewa,-,"([-1], [9], ","(hotel, kecewa, "
2297,sudah 2 kali sebenarnya inap di mandi kurang bersih . tetapi secara overall memuaskan antara harga dan kamarnya . terima kasih airy .,kurang bersih,-,"([-1], [7, 8], ","(hotel, kurang bersih, "
2302,sangat nyaman . snack nya kurang banyak .,sangat nyaman,-,"([-1], [0, 1], ","(hotel, sangat nyaman, "
2307,"lumayan , ramah pelayanan , nyaman tempat nya , betah 5hari .",lumayan,-,"([-1], [0], ","(hotel, lumayan, "
2309,"nyaman dan sangat murah dengan kamar yang sangat bagus , namun seprai sedikit kusam dan ada sedikit noda , shower kurang berfungsi , dan lantai berdebu . walaupun begitu tetap recommended karena nyaman dan ada rooftop untuk sunrise .",nyaman,-,"([-1], [0], ","(hotel, nyaman, "
2309,"nyaman dan sangat murah dengan kamar yang sangat bagus , namun seprai sedikit kusam dan ada sedikit noda , shower kurang berfungsi , dan lantai berdebu . walaupun begitu tetap recommended karena nyaman dan ada rooftop untuk sunrise .",sangat murah,-,"([-1], [2, 3], ","(hotel, sangat murah, "
2309,"nyaman dan sangat murah dengan kamar yang sangat bagus , namun seprai sedikit kusam dan ada sedikit noda , shower kurang berfungsi , dan lantai berdebu . walaupun begitu tetap recommended karena nyaman dan ada rooftop untuk sunrise .",recommended,-,"([-1], [30], ","(hotel, recommended, "
2309,"nyaman dan sangat murah dengan kamar yang sangat bagus , namun seprai sedikit kusam dan ada sedikit noda , shower kurang berfungsi , dan lantai berdebu . walaupun begitu tetap recommended karena nyaman dan ada rooftop untuk sunrise .",nyaman,-,"([-1], [32], ","(hotel, nyaman, "
2317,"fasilitaa lengkap , nyaman , dan petugasnya juga ramahramah . next tidak ush caricari lagi deh , disini saja sudah sangat memuaskan . happy deh pokoknya , pemandangan fotonya juga bagusbagus .",sangat memuaskan,-,"([-1], [20, 21], ","(hotel, sangat memuaskan, "
2328,"guest house yang tidak akan pernah saya rekomendasikan untuk menginap bersama keluarga karena tidak terawat berkesan pemilik tidak mau tahu dengan investasinya , seprai dan sarung bantal lubang lubang terlihat lusuh pasti sudah terpakai bertahun tahun , banyak nyamuk .",tidak terawat,-,"([-1], [13, 14], ","(hotel, tidak terawat, "
2328,"guest house yang tidak akan pernah saya rekomendasikan untuk menginap bersama keluarga karena tidak terawat berkesan pemilik tidak mau tahu dengan investasinya , seprai dan sarung bantal lubang lubang terlihat lusuh pasti sudah terpakai bertahun tahun , banyak nyamuk .",banyak nyamuk,-,"([-1], [37, 38], ","(hotel, banyak nyamuk, "
2331,nyaman cuma kamar mandii bauu .,nyaman,-,"([-1], [0], ","(hotel, nyaman, "
2337,"pelayanan bagus , lumayan bersih , lebih ditinglatkan lagi terimakasih .",lumayan bersih,-,"([-1], [3, 4], ","(hotel, lumayan bersih, "
2339,"bagus , tenang , bersih , hanya saja resepsionis susah dicari kalau malam .",bagus,-,"([-1], [0], ","(hotel, bagus, "
2339,"bagus , tenang , bersih , hanya saja resepsionis susah dicari kalau malam .",tenang,-,"([-1], [2], ","(hotel, tenang, "
2339,"bagus , tenang , bersih , hanya saja resepsionis susah dicari kalau malam .",bersih,-,"([-1], [4], ","(hotel, bersih, "
2341,"tidak seperti yang diharapkan . kamar jorok , seprai kotor dan bau , toilet rusak , tidak ada air panas dan remote tv tidak ada . pokoknya kecewa berat .",kecewa berat,-,"([-1], [27, 28], ","(hotel, kecewa berat, "
2345,"super duper bagus , nyaman . kamar nya luas kamar mandi nya bersih .",super duper bagus,-,"([-1], [0, 1, 2], ","(hotel, super duper bagus, "
2345,"super duper bagus , nyaman . kamar nya luas kamar mandi nya bersih .",nyaman,-,"([-1], [4], ","(hotel, nyaman, "
2346,kamar mandi kotor kayaknya jarang di bersihkan . tidak sesuai sama foto . mengecewakan .,mengecewakan,-,"([-1], [13], ","(hotel, mengecewakan, "
2351,"kamarnya kotor tidak ada sama sekali hal yang menunjukkan kalau inap di airy room , perlengkapan mandi satupun tidak ada , telepon dkamar tidak bisa dgunakan , pokoknya sangat mengecewakan buat saya yang pertama kali menggunakan kamar dari airy room .",sangat mengecewakan,-,"([-1], [28, 29], ","(hotel, sangat mengecewakan, "
2354,kamar bersih dan ramah . mantap .,mantap,-,"([-1], [5], ","(hotel, mantap, "
2357,lokasi strategis kamar oke dengan harga sangat terjangkau bersih juga .,bersih,-,"([-1], [8], ","(hotel, bersih, "
2358,"cukup bagus , sesuai dengan tarif . hanya air panas dari shower , tidak keluar pada pagi hari . terus makanan sarapan pagi kurang enak .",cukup bagus,-,"([-1], [0, 1], ","(hotel, cukup bagus, "
2366,"seprai banyak bercak kotor , lantai berdebu , banyak nyamuk dekat jendela , kamar mandi tidak ada air panas , batas kamar mandi dengan kamar tidak sampai atas plafon , tidak ada tempat sampah dalam kamar atau didepan kamar , colokan saklar cuma 1 .",banyak nyamuk,-,"([-1], [8, 9], ","(hotel, banyak nyamuk, "
2368,"fasilitas semua sudah baik , resepsionis juga ramah , saya menginap selama 2 hari dan di hari kedua kamar dibersihkan . sangat recomended !",sangat recomended,-,"([-1], [21, 22], ","(hotel, sangat recomended, "
2370,"cukup nyaman . sayangnya shower tidak mengalir dengan lancar , terpaksa mandi menggunakan keran air .",cukup nyaman,-,"([-1], [0, 1], ","(hotel, cukup nyaman, "
2376,"pelayanan ramah , keren !",keren,-,"([-1], [3], ","(hotel, keren, "
2380,"kamar bersih , dingin luar biasa . pokoknya mantap lah .",mantap,-,"([-1], [8], ","(hotel, mantap, "
2385,"awalnya sedikit kecewa karena check in terlalu malam jadi dapat kamar di basement , pihak bangka suite memberikan opsi pindah kamar di malam kedua , tetapi saya tidak jadi pindah kamar karena sudah terlalu nyaman sama kamarnya yang bersih , luas dan semua fasilitas berfungsi dengan baik .",sedikit kecewa,-,"([-1], [1, 2], ","(hotel, sedikit kecewa, "
2386,"murag bingit , fasilitasnya juga bagus .",murag bingit,-,"([-1], [0, 1], ","(hotel, murag bingit, "
2394,"lumayan disediakan air mineral , snack dan sikat gigi .",lumayan,-,"([-1], [0], ","(hotel, lumayan, "
2398,"bagus , namun showe air panas sedikit tidak berfungsi .",bagus,-,"([-1], [0], ","(hotel, bagus, "
2406,"overall oke , cuma overpriced sama kelihatan seperti sudah lama begitu , ada beberapa debu , sama nyamuk serin .",overpriced,-,"([-1], [4], ","(hotel, overpriced, "
2408,nyamann tempatnya enak .,nyamann,-,"([-1], [0], ","(hotel, nyamann, "
2411,"kamarnya kuranf bagus , lampunya tidak semuanya menyala , sangat petang , ruangannya sangat bau , kamar mandinya kotor .",sangat petang,-,"([-1], [9, 10], ","(hotel, sangat petang, "
2422,"perlu ditambah pengharum di lemarinya . overall kamarnya bersih banget , nyaman , fasilitas lengkap , ac dingin . kalau bisa sediakan line telepon untuk pemesanan taksi , karena letaknya cukup jauh dari jalan raya .",cukup,-,"([-1], [30], ","(hotel, cukup, "
2425,"kecewa dengan pelayanan staf yang kurang profesional . ketika masuk kamar tidak ada complimentary water , pad .",kecewa,-,"([-1], [0], ","(hotel, kecewa, "
2429,cukup memuaskan tetapi lokasinya susah ditemukan .,cukup memuaskan,-,"([-1], [0, 1], ","(hotel, cukup memuaskan, "
2432,"bagus , nyaman , hanya saja di wc - nya bocor .",bagus,-,"([-1], [0], ","(hotel, bagus, "
2432,"bagus , nyaman , hanya saja di wc - nya bocor .",nyaman,-,"([-1], [2], ","(hotel, nyaman, "
2435,"buruk pelayan dari resepsionis , sangat kecewa serta cukup 1x menginap tidak akan untuk selanjutnya . pesan untuk resepsionis : mmg saya menginap tidak membayar ! sopan santun sedikit terhadap tamu menginap .",sangat kecewa,-,"([-1], [5, 6], ","(hotel, sangat kecewa, "
2446,"yang perlu ditingkatkan , ukuran ranjang yang twin kurang besar , buat yang body agak big size , terus lift nya kecil dan cuma satu .",perlu ditingkatkan,-,"([-1], [1, 2], ","(hotel, perlu ditingkatkan, "
2447,"nyaman , hotelnya bagus wifi nya kurang oke .",nyaman,-,"([-1], [0], ","(hotel, nyaman, "
2453,"lumayan untuk bacpakeran , harganya terjangkau banget . tempatnya bersih , cuma seprainya agak berdebu .",lumayan,-,"([-1], [0], ","(hotel, lumayan, "
2456,kamar nya bauk bantal airy nya bauk banyak nyamuk dkamar mandi ada lipan nya makanan nya boleh lah tetapi meja selalu kotor kalau mau breakfast . kurang pegawai sepertinya .,boleh,-,"([-1], [16], ","(hotel, boleh, "
2466,"bagus , nyaman , juga keamanan kendaraan tidak buat khawatir . cuma agak perjuangan mencapai lantai 3 he .",bagus,-,"([-1], [0], ","(hotel, bagus, "
2466,"bagus , nyaman , juga keamanan kendaraan tidak buat khawatir . cuma agak perjuangan mencapai lantai 3 he .",nyaman,-,"([-1], [2], ","(hotel, nyaman, "
2469,"nyaman , semua lengkap . pelayanan juga baik banget , pokoknya the best deh tidak nyesal .",nyaman,-,"([-1], [0], ","(hotel, nyaman, "
2469,"nyaman , semua lengkap . pelayanan juga baik banget , pokoknya the best deh tidak nyesal .",tidak nyesal,-,"([-1], [14, 15], ","(hotel, tidak nyesal, "
2470,bersih dan aksebilitas mudah .,bersih,-,"([-1], [0], ","(hotel, bersih, "
2482,"pelayanan memuaskan , fasilitas oke , dekat dengan kota lagi . memuaskan .",memuaskan,-,"([-1], [11], ","(hotel, memuaskan, "
2484,"bersih , nyaman , tenang . mbaknya baikbaik , di bantuin bawa barang dari lantai 4 .",bersih,-,"([-1], [0], ","(hotel, bersih, "
2484,"bersih , nyaman , tenang . mbaknya baikbaik , di bantuin bawa barang dari lantai 4 .",nyaman,-,"([-1], [2], ","(hotel, nyaman, "
2484,"bersih , nyaman , tenang . mbaknya baikbaik , di bantuin bawa barang dari lantai 4 .",tenang,-,"([-1], [4], ","(hotel, tenang, "
2486,"sangat puas sekali . water heater mantaap , ac dngin . pokok nya recomended banget !",sangat puas sekali,-,"([-1], [0, 1, 2], ","(hotel, sangat puas sekali, "
2486,"sangat puas sekali . water heater mantaap , ac dngin . pokok nya recomended banget !",recomended banget,-,"([-1], [13, 14], ","(hotel, recomended banget, "
2489,suka karena murah dan juga dapat cemilan .,suka,-,"([-1], [0], ","(hotel, suka, "
2489,suka karena murah dan juga dapat cemilan .,murah,-,"([-1], [2], ","(hotel, murah, "
2491,"bersih , nyaman , tetapi kasur nya agak keras .",bersih,-,"([-1], [0], ","(hotel, bersih, "
2491,"bersih , nyaman , tetapi kasur nya agak keras .",nyaman,-,"([-1], [2], ","(hotel, nyaman, "
